10000
20,133971,60
83,70407,60
96,106130,60
116,103650,60
150,136594,60
239,81369,60
254,140397,60
310,70619,60
370,77033,60
424,116855,60
452,129927,60
493,49031,60
529,67920,60
544,108557,60
677,91486,60
697,120818,60
709,98167,60
750,147816,60
769,135404,60
850,82404,60
852,45674,60
904,82716,60
911,115047,60
1047,107607,60
1091,138544,60
1114,139927,60
1194,140550,60
1197,57988,60
1219,72870,60
1241,125227,60
1263,54286,60
1422,125894,60
1557,149617,60
1601,82187,60
1676,40180,60
1907,98342,60
1941,78563,60
2111,71875,60
2125,68257,60
2195,50376,60
2254,94832,60
2268,80495,60
2326,129635,60
2361,102338,60
2369,123140,60
2384,140799,60
2423,67950,60
2428,114523,60
2487,105363,60
2517,57272,60
2638,64477,60
2665,59627,60
2667,120306,60
2687,99965,60
2727,123971,60
2750,138811,60
2783,105016,60
2788,45464,60
2850,92585,60
2900,132105,60
2948,136196,60
3007,130776,60
3115,116526,60
3213,143474,60
3279,89306,60
3303,72386,60
3339,145949,60
3344,91040,60
3377,112418,60
3394,90507,60
3399,78667,60
3434,62512,60
3437,92069,60
3578,108757,60
3579,86579,60
3617,60172,60
3685,73149,60
3792,89621,60
3853,120340,60
3900,43037,60
3936,51713,60
3973,128747,60
4041,131223,60
4189,94150,60
4206,46054,60
4208,125790,60
4244,63034,60
4306,48859,60
4313,90242,60
4441,80381,60
4502,61551,60
4582,42641,60
4585,49727,60
4650,104276,60
4660,143295,60
4770,139269,60
4776,78618,60
4786,113889,60
4830,115701,60
4861,40265,60
4881,54819,60
4882,66477,60
4895,62512,60
4915,87279,60
4963,40235,60
5033,60247,60
5132,96624,60
5142,117738,60
5176,124167,60
5285,46925,60
5300,54238,60
5309,111273,60
5321,143186,60
5472,80836,60
5473,96704,60
5478,67848,60
5501,134851,60
5611,103223,60
5614,67410,60
5680,124368,60
5686,134367,60
5743,115777,60
5761,135897,60
5802,136699,60
5902,86964,60
6033,135154,60
6035,58177,60
6106,120709,60
6118,130117,60
6139,94927,60
6220,147332,60
6324,132480,60
6383,97601,60
6428,108911,60
6469,89491,60
6492,134661,60
6567,83907,60
6595,83723,60
6602,139973,60
6718,62134,60
6740,96000,60
6748,47024,60
6756,80394,60
6757,118967,60
6931,41496,60
6952,61471,60
6992,95129,60
6998,134747,60
7003,104580,60
7041,92543,60
7161,47629,60
7226,95655,60
7233,127551,60
7237,108433,60
7254,120114,60
7297,42967,60
7341,127681,60
7390,101459,60
7397,114197,60
7517,87183,60
7539,96988,60
7585,78930,60
7606,82128,60
7644,41988,60
7662,131096,60
7693,95661,60
7711,94914,60
7778,142669,60
7789,61674,60
7823,71131,60
7974,104113,60
7998,149789,60
8007,142493,60
8114,108509,60
8232,112935,60
8245,52093,60
8335,143327,60
8353,140954,60
8377,101010,60
8450,59197,60
8469,99782,60
8497,95788,60
8521,133769,60
8576,139412,60
8610,93980,60
8677,63764,60
8700,58984,60
8750,112025,60
8781,52925,60
8892,98053,60
8921,62407,60
8971,47757,60
8972,98888,60
8975,144091,60
9011,56958,60
9024,79798,60
9054,119449,60
9057,130003,60
9089,97552,60
9123,48545,60
9183,145714,60
9193,42073,60
9285,131575,60
9296,92332,60
9352,134779,60
9374,112064,60
9393,74551,60
9401,110802,60
9411,142369,60
9451,119555,60
9458,103586,60
9483,110871,60
9486,56831,60
9567,135787,60
9606,99676,60
9662,72324,60
9745,85979,60
9783,85461,60
9821,144365,60
9909,138477,60
9957,59414,60
9967,72616,60
9979,45858,60
25,42176,59
121,55617,59
149,141154,59
351,41535,59
357,99615,59
376,67710,59
403,119521,59
446,135124,59
507,109421,59
513,60009,59
577,91484,59
632,91524,59
685,115825,59
757,96387,59
758,70241,59
930,83576,59
957,140047,59
985,119562,59
987,71393,59
998,57072,59
1061,114086,59
1189,117593,59
1218,42674,59
1279,96503,59
1313,126471,59
1473,68540,59
1544,93448,59
1590,90160,59
1611,147973,59
1681,47597,59
1703,74991,59
1704,121741,59
1742,100321,59
1922,81699,59
1935,71368,59
2042,49297,59
2172,125512,59
2191,47864,59
2210,116518,59
2255,126651,59
2318,127793,59
2323,143749,59
2359,64758,59
2401,95782,59
2411,60864,59
2429,89784,59
2489,42627,59
2539,143049,59
2545,96219,59
2561,84517,59
2643,105260,59
2668,41801,59
2680,75238,59
2738,55555,59
2756,87517,59
2798,149918,59
2862,88899,59
2866,89349,59
2911,100440,59
2931,116236,59
3169,93109,59
3271,41219,59
3284,138904,59
3359,98150,59
3371,142812,59
3405,58491,59
3427,46756,59
3589,87332,59
3602,142052,59
3643,42215,59
3676,111417,59
3696,75301,59
3766,78066,59
3800,69048,59
3826,66342,59
3838,43168,59
3917,126233,59
3925,116734,59
4048,141195,59
4058,131992,59
4124,100376,59
4223,123146,59
4237,146196,59
4254,92779,59
4296,93734,59
4357,88494,59
4384,81102,59
4533,130335,59
4553,51661,59
4565,90521,59
4622,102184,59
4627,94194,59
4716,127721,59
4764,50417,59
4850,70861,59
4863,43124,59
4869,104673,59
4887,44821,59
4929,63621,59
4936,135615,59
4944,42830,59
4946,132619,59
5029,104811,59
5037,89309,59
5052,97819,59
5070,45174,59
5130,84590,59
5143,106348,59
5188,147121,59
5204,57459,59
5216,62170,59
5226,77415,59
5243,59896,59
5264,134563,59
5292,107739,59
5340,80614,59
5370,139414,59
5464,126480,59
5481,69651,59
5637,63361,59
5673,134405,59
5717,46805,59
5722,57200,59
5724,82040,59
5740,116259,59
5814,75901,59
5853,106985,59
5891,65553,59
5912,90548,59
5981,132559,59
6076,128580,59
6126,42902,59
6144,101536,59
6153,100400,59
6227,135535,59
6231,57670,59
6274,90264,59
6358,92682,59
6430,129826,59
6434,135084,59
6467,42347,59
6479,46038,59
6508,57823,59
6509,115171,59
6538,98631,59
6541,120074,59
6557,68579,59
6587,117193,59
6597,94100,59
6681,108177,59
6722,134380,59
6723,75612,59
6762,70092,59
6786,102757,59
6812,58498,59
6850,125336,59
6870,63345,59
6990,143817,59
7006,130997,59
7054,87690,59
7059,93056,59
7067,102893,59
7130,127434,59
7223,133577,59
7247,56993,59
7251,143903,59
7257,113801,59
7264,133501,59
7279,46531,59
7368,92006,59
7404,107773,59
7405,65897,59
7516,128609,59
7524,117882,59
7569,122702,59
7573,143179,59
7598,50816,59
7599,75564,59
7613,89167,59
7618,129225,59
7626,77485,59
7700,118747,59
7770,101468,59
7790,65752,59
7798,76099,59
7812,84240,59
7860,55920,59
7875,107081,59
7882,101294,59
7892,112672,59
7917,111822,59
7922,125713,59
7941,136837,59
7942,107507,59
7965,97907,59
8009,130214,59
8011,61946,59
8046,141613,59
8058,107981,59
8075,140978,59
8078,92748,59
8084,83883,59
8142,99317,59
8191,52850,59
8208,124717,59
8362,97037,59
8427,75889,59
8484,106530,59
8668,106186,59
8701,50441,59
8786,136156,59
8907,73307,59
8918,89847,59
8919,69362,59
8989,69366,59
8995,95868,59
9003,138374,59
9016,141754,59
9119,70583,59
9158,119949,59
9173,93813,59
9239,124984,59
9467,86644,59
9520,111742,59
9555,46668,59
9641,80482,59
9680,75206,59
9731,106988,59
9793,69316,59
9840,57936,59
9856,115485,59
9875,47047,59
91,82588,58
105,108759,58
123,77439,58
139,118256,58
209,41841,58
219,52594,58
356,52328,58
420,65540,58
443,117253,58
489,45781,58
618,52792,58
631,44089,58
715,63092,58
764,143582,58
780,42752,58
796,116899,58
798,109297,58
804,69992,58
866,59822,58
878,61594,58
895,146738,58
925,68865,58
932,119019,58
1085,126237,58
1106,61132,58
1147,134008,58
1180,124926,58
1211,40783,58
1222,148473,58
1227,83682,58
1232,120973,58
1234,139064,58
1252,91072,58
1320,126133,58
1382,41716,58
1438,76347,58
1451,142108,58
1494,70558,58
1628,133096,58
1639,49909,58
1664,127918,58
1673,50384,58
1803,102858,58
1816,117336,58
1883,83330,58
1958,80343,58
1976,122095,58
1999,48858,58
2045,112211,58
2140,142686,58
2147,127378,58
2305,60704,58
2310,123448,58
2314,65530,58
2330,87251,58
2430,147638,58
2436,88116,58
2522,105892,58
2564,48797,58
2582,71803,58
2594,63509,58
2664,65490,58
2708,54301,58
2761,71769,58
2764,108365,58
2774,87100,58
2834,59465,58
3024,60299,58
3059,133561,58
3090,132005,58
3095,94937,58
3097,68786,58
3142,41724,58
3196,141623,58
3215,43384,58
3244,96721,58
3254,145234,58
3274,84572,58
3295,83392,58
3410,78460,58
3414,58559,58
3428,54935,58
3464,77118,58
3471,81308,58
3476,81589,58
3495,86933,58
3546,101149,58
3583,89537,58
3628,40234,58
3631,58933,58
3644,93339,58
3650,53308,58
3661,134368,58
3769,98442,58
3817,125661,58
3864,105598,58
3888,98706,58
